station_id,month,electricity_cost_per_kwh,total_energy_supplied_kwh,total_energy_cost
51,2024-12-01,2.40,8068.00,19363.20
51,2025-01-01,2.25,12569.00,28280.25
51,2025-02-01,1.95,19104.00,37252.80
51,2025-03-01,2.40,15843.00,38023.20
51,2025-04-01,2.40,10313.00,24751.20
51,2025-05-01,2.10,17462.00,36670.20
51,2025-06-01,2.25,12882.00,28984.50
51,2025-07-01,2.25,17464.00,39294.00
51,2025-08-01,1.95,10210.00,19909.50
51,2025-09-01,2.10,17714.00,37199.40
51,2025-10-01,1.95,9567.00,18655.65
51,2025-11-01,2.40,10892.00,26140.80
51,2025-12-01,2.10,9665.00,20296.50
52,2024-01-01,1.95,11860.00,23127.00
52,2024-02-01,1.95,12014.00,23427.30
52,2024-03-01,2.25,12196.00,27441.00
52,2024-04-01,2.40,9108.00,21859.20
52,2024-05-01,2.10,13947.00,29288.70
52,2024-06-01,2.10,8238.00,17299.80
52,2024-07-01,2.10,9263.00,19452.30
52,2024-08-01,2.10,12313.00,25857.30
52,2024-09-01,2.25,19466.00,43798.50
52,2024-10-01,2.25,13655.00,30723.75
52,2024-11-01,2.10,17684.00,37136.40
52,2024-12-01,2.25,11415.00,25683.75
52,2025-01-01,2.40,14804.00,35529.60
52,2025-02-01,2.10,15417.00,32375.70
52,2025-03-01,2.40,16637.00,39928.80
52,2025-04-01,1.95,13989.00,27278.55
52,2025-05-01,2.25,12028.00,27063.00
52,2025-06-01,2.25,9813.00,22079.25
52,2025-07-01,2.40,12748.00,30595.20
52,2025-08-01,2.10,13147.00,27608.70
52,2025-09-01,2.25,12858.00,28930.50
52,2025-10-01,1.95,17862.00,34830.90
52,2025-11-01,2.40,10848.00,26035.20
52,2025-12-01,2.40,8757.00,21016.80
53,2024-01-01,2.10,18357.00,38549.70
53,2024-02-01,2.40,14737.00,35368.80
53,2024-03-01,2.40,17324.00,41577.60
53,2024-04-01,2.25,15736.00,35406.00
53,2024-05-01,2.40,19193.00,46063.20
53,2024-06-01,2.10,16335.00,34303.50
53,2024-07-01,2.10,11151.00,23417.10
53,2024-08-01,2.10,10886.00,22860.60
53,2024-09-01,2.40,10290.00,24696.00
53,2024-10-01,2.25,15331.00,34494.75
53,2024-11-01,2.25,9058.00,20380.50
53,2024-12-01,2.10,15933.00,33459.30
53,2025-01-01,2.40,16652.00,39964.80
53,2025-02-01,1.95,17873.00,34852.35
53,2025-03-01,1.95,18425.00,35928.75
53,2025-04-01,2.40,16157.00,38776.80
53,2025-05-01,2.40,11525.00,27660.00
53,2025-06-01,2.10,11247.00,23618.70
53,2025-07-01,2.10,8403.00,17646.30
53,2025-08-01,1.95,14623.00,28514.85
53,2025-09-01,2.10,15735.00,33043.50
53,2025-10-01,2.10,19177.00,40271.70
53,2025-11-01,2.40,11991.00,28778.40
53,2025-12-01,2.40,13654.00,32769.60
54,2024-01-01,2.40,12166.00,29198.40
54,2024-02-01,1.95,14670.00,28606.50
54,2024-03-01,2.40,17437.00,41848.80
54,2024-04-01,2.40,15856.00,38054.40
54,2024-05-01,2.25,10041.00,22592.25
54,2024-06-01,2.10,8910.00,18711.00
54,2024-07-01,2.10,8719.00,18309.90
54,2024-08-01,2.10,19304.00,40538.40
54,2024-09-01,2.10,8001.00,16802.10
54,2024-10-01,1.95,17794.00,34698.30
54,2024-11-01,2.25,10948.00,24633.00
54,2024-12-01,1.95,12901.00,25156.95
54,2025-01-01,2.25,20000.00,45000.00
54,2025-02-01,1.95,13776.00,26863.20
54,2025-03-01,2.40,12993.00,31183.20
54,2025-04-01,2.40,19328.00,46387.20
54,2025-05-01,1.95,8295.00,16175.25
54,2025-06-01,2.25,11130.00,25042.50
54,2025-07-01,2.25,15566.00,35023.50
54,2025-08-01,1.95,15355.00,29942.25
54,2025-09-01,2.40,10389.00,24933.60
54,2025-10-01,2.40,13948.00,33475.20
54,2025-11-01,1.95,18503.00,36080.85
54,2025-12-01,2.10,15573.00,32703.30
55,2024-01-01,2.10,14217.00,29855.70
55,2024-02-01,2.10,10222.00,21466.20
55,2024-03-01,2.40,18442.00,44260.80
55,2024-04-01,2.25,12935.00,29103.75
55,2024-05-01,2.10,11586.00,24330.60
55,2024-06-01,2.25,12407.00,27915.75
55,2024-07-01,2.10,14927.00,31346.70
55,2024-08-01,1.95,19342.00,37716.90
55,2024-09-01,2.25,19844.00,44649.00
55,2024-10-01,2.40,12956.00,31094.40
55,2024-11-01,1.95,17734.00,34581.30
55,2024-12-01,1.95,10169.00,19829.55
55,2025-01-01,1.95,14791.00,28842.45
55,2025-02-01,2.10,19094.00,40097.40
55,2025-03-01,1.95,18559.00,36190.05
55,2025-04-01,2.10,15422.00,32386.20
55,2025-05-01,2.40,10289.00,24693.60
55,2025-06-01,1.95,17037.00,33222.15
55,2025-07-01,1.95,14246.00,27779.70
55,2025-08-01,2.25,17006.00,38263.50
55,2025-09-01,2.40,8260.00,19824.00
55,2025-10-01,2.40,13184.00,31641.60
55,2025-11-01,1.95,16404.00,31987.80
55,2025-12-01,2.40,15788.00,37891.20
56,2024-01-01,2.10,13976.00,29349.60
56,2024-02-01,2.10,15745.00,33064.50
56,2024-03-01,2.10,13752.00,28879.20
56,2024-04-01,2.10,11759.00,24693.90
56,2024-05-01,1.95,15421.00,30070.95
56,2024-06-01,2.40,17675.00,42420.00
56,2024-07-01,2.10,14136.00,29685.60
56,2024-08-01,2.10,19028.00,39958.80
56,2024-09-01,1.95,8126.00,15845.70
56,2024-10-01,1.95,14129.00,27551.55
56,2024-11-01,2.10,16013.00,33627.30
56,2024-12-01,2.10,19547.00,41048.70
56,2025-01-01,2.25,9062.00,20389.50
56,2025-02-01,2.10,14413.00,30267.30
56,2025-03-01,1.95,13293.00,25921.35
56,2025-04-01,2.40,19189.00,46053.60
56,2025-05-01,1.95,17856.00,34819.20
56,2025-06-01,2.40,15024.00,36057.60
56,2025-07-01,2.25,9068.00,20403.00
56,2025-08-01,2.25,12978.00,29200.50
56,2025-09-01,2.40,19179.00,46029.60
56,2025-10-01,2.10,9465.00,19876.50
56,2025-11-01,2.10,16063.00,33732.30
56,2025-12-01,2.25,18962.00,42664.50
57,2024-01-01,2.25,18431.00,41469.75
57,2024-02-01,2.40,10209.00,24501.60
57,2024-03-01,1.95,15329.00,29891.55
57,2024-04-01,1.95,15405.00,30039.75
57,2024-05-01,1.95,8109.00,15812.55
57,2024-06-01,2.40,13899.00,33357.60
57,2024-07-01,2.10,16421.00,34484.10
57,2024-08-01,2.25,9080.00,20430.00
57,2024-09-01,2.25,19351.00,43539.75
57,2024-10-01,2.25,12360.00,27810.00
57,2024-11-01,1.95,16229.00,31646.55
57,2024-12-01,1.95,9162.00,17865.90
57,2025-01-01,2.10,11582.00,24322.20
57,2025-02-01,2.25,12848.00,28908.00
57,2025-03-01,1.95,13976.00,27253.20
57,2025-04-01,2.10,8874.00,18635.40
57,2025-05-01,1.95,11664.00,22744.80
57,2025-06-01,2.10,15457.00,32459.70
57,2025-07-01,1.95,19768.00,38547.60
57,2025-08-01,2.25,10251.00,23064.75
57,2025-09-01,2.40,18226.00,43742.40
57,2025-10-01,2.25,9950.00,22387.50
57,2025-11-01,2.40,15258.00,36619.20
57,2025-12-01,2.25,11497.00,25868.25
58,2024-01-01,2.25,16179.00,36402.75
58,2024-02-01,2.40,16452.00,39484.80
58,2024-03-01,2.25,13931.00,31344.75
58,2024-04-01,1.95,17411.00,33951.45
58,2024-05-01,2.25,19209.00,43220.25
58,2024-06-01,2.25,11796.00,26541.00
58,2024-07-01,1.95,12926.00,25205.70
58,2024-08-01,2.40,11177.00,26824.80
58,2024-09-01,2.25,14285.00,32141.25
58,2024-10-01,2.10,8199.00,17217.90
58,2024-11-01,2.25,8678.00,19525.50
58,2024-12-01,1.95,12681.00,24727.95
58,2025-01-01,2.40,16896.00,40550.40
58,2025-02-01,2.40,16987.00,40768.80
58,2025-03-01,2.40,10544.00,25305.60
58,2025-04-01,2.25,18032.00,40572.00
58,2025-05-01,1.95,8073.00,15742.35
58,2025-06-01,1.95,12788.00,24936.60
58,2025-07-01,2.40,11349.00,27237.60
58,2025-08-01,2.10,14133.00,29679.30
58,2025-09-01,2.40,10029.00,24069.60
58,2025-10-01,2.40,18931.00,45434.40
58,2025-11-01,2.10,14164.00,29744.40
58,2025-12-01,1.95,13674.00,26664.30
59,2024-01-01,2.10,18433.00,38709.30
59,2024-02-01,2.25,16906.00,38038.50
59,2024-03-01,2.25,16417.00,36938.25
59,2024-04-01,2.40,14037.00,33688.80
59,2024-05-01,2.10,17485.00,36718.50
59,2024-06-01,2.10,11292.00,23713.20
59,2024-07-01,1.95,8431.00,16440.45
59,2024-08-01,1.95,12986.00,25322.70
59,2024-09-01,2.25,16737.00,37658.25
59,2024-10-01,2.10,17158.00,36031.80
59,2024-11-01,1.95,19029.00,37106.55
59,2024-12-01,2.10,18508.00,38866.80
59,2025-01-01,2.25,8298.00,18670.50
59,2025-02-01,2.25,17679.00,39777.75
59,2025-03-01,1.95,12644.00,24655.80
59,2025-04-01,2.40,19821.00,47570.40
59,2025-05-01,1.95,10788.00,21036.60
59,2025-06-01,1.95,8901.00,17356.95
59,2025-07-01,1.95,16827.00,32812.65
59,2025-08-01,2.25,16848.00,37908.00
59,2025-09-01,2.40,18719.00,44925.60
59,2025-10-01,2.10,14276.00,29979.60
59,2025-11-01,2.10,13163.00,27642.30
59,2025-12-01,2.10,8509.00,17868.90
60,2024-01-01,1.95,13595.00,26510.25
60,2024-02-01,2.10,12628.00,26518.80
60,2024-03-01,2.40,17391.00,41738.40
60,2024-04-01,2.40,8209.00,19701.60
60,2024-05-01,2.25,18707.00,42090.75
60,2024-06-01,1.95,17272.00,33680.40
60,2024-07-01,2.10,13394.00,28127.40
60,2024-08-01,2.25,13896.00,31266.00
60,2024-09-01,1.95,8912.00,17378.40
60,2024-10-01,2.10,17730.00,37233.00
60,2024-11-01,2.40,12749.00,30597.60
60,2024-12-01,2.40,17193.00,41263.20
60,2025-01-01,2.40,15551.00,37322.40
60,2025-02-01,2.40,14949.00,35877.60
60,2025-03-01,2.40,17159.00,41181.60
60,2025-04-01,2.25,14269.00,32105.25
60,2025-05-01,2.10,17162.00,36040.20
60,2025-06-01,2.40,13960.00,33504.00
60,2025-07-01,2.10,16862.00,35410.20
60,2025-08-01,2.10,13497.00,28343.70
60,2025-09-01,2.25,19051.00,42864.75
60,2025-10-01,2.25,12475.00,28068.75
60,2025-11-01,2.40,16358.00,39259.20
60,2025-12-01,2.10,17210.00,36141.00
61,2024-01-01,2.10,12009.00,25218.90
61,2024-02-01,1.95,15385.00,30000.75
61,2024-03-01,2.10,18257.00,38339.70
61,2024-04-01,1.95,13281.00,25897.95
61,2024-05-01,2.10,12195.00,25609.50
61,2024-06-01,2.10,17151.00,36017.10
61,2024-07-01,1.95,17445.00,34017.75
61,2024-08-01,2.10,11111.00,23333.10
61,2024-09-01,2.10,9730.00,20433.00
61,2024-10-01,2.10,15022.00,31546.20
61,2024-11-01,2.10,11585.00,24328.50
61,2024-12-01,1.95,19357.00,37746.15
61,2025-01-01,2.40,19704.00,47289.60
61,2025-02-01,2.40,13515.00,32436.00
61,2025-03-01,2.40,9417.00,22600.80
61,2025-04-01,2.40,12432.00,29836.80
61,2025-05-01,2.25,15083.00,33936.75
61,2025-06-01,2.10,11930.00,25053.00
61,2025-07-01,1.95,17891.00,34887.45
61,2025-08-01,2.25,11050.00,24862.50
61,2025-09-01,2.10,16926.00,35544.60
61,2025-10-01,1.95,15209.00,29657.55
61,2025-11-01,1.95,11927.00,23257.65
61,2025-12-01,2.10,16112.00,33835.20
62,2024-01-01,1.95,13647.00,26611.65
62,2024-02-01,2.25,14329.00,32240.25
62,2024-03-01,2.10,10022.00,21046.20
62,2024-04-01,2.10,9744.00,20462.40
62,2024-05-01,2.40,8915.00,21396.00
62,2024-06-01,2.40,19862.00,47668.80
62,2024-07-01,2.25,15910.00,35797.50
62,2024-08-01,1.95,15413.00,30055.35
62,2024-09-01,2.40,13643.00,32743.20
62,2024-10-01,2.10,15328.00,32188.80
62,2024-11-01,1.95,15484.00,30193.80
62,2024-12-01,2.10,17886.00,37560.60
62,2025-01-01,1.95,19416.00,37861.20
62,2025-02-01,2.10,13604.00,28568.40
62,2025-03-01,2.25,11647.00,26205.75
62,2025-04-01,2.40,12025.00,28860.00
62,2025-05-01,1.95,11540.00,22503.00
62,2025-06-01,2.10,8225.00,17272.50
62,2025-07-01,2.25,11631.00,26169.75
62,2025-08-01,2.10,13177.00,27671.70
62,2025-09-01,2.10,16764.00,35204.40
62,2025-10-01,2.25,13752.00,30942.00
62,2025-11-01,2.25,15261.00,34337.25
62,2025-12-01,2.25,10037.00,22583.25
63,2024-01-01,2.10,14557.00,30569.70
63,2024-02-01,2.25,12765.00,28721.25
63,2024-03-01,2.10,19965.00,41926.50
63,2024-04-01,2.10,14779.00,31035.90
63,2024-05-01,2.25,10581.00,23807.25
63,2024-06-01,2.25,12918.00,29065.50
63,2024-07-01,2.10,11364.00,23864.40
63,2024-08-01,2.40,13840.00,33216.00
63,2024-09-01,2.40,15347.00,36832.80
63,2024-10-01,2.25,15988.00,35973.00
63,2024-11-01,2.10,11783.00,24744.30
63,2024-12-01,2.40,18001.00,43202.40
63,2025-01-01,1.95,18190.00,35470.50
63,2025-02-01,1.95,18537.00,36147.15
63,2025-03-01,1.95,10475.00,20426.25
63,2025-04-01,2.25,19845.00,44651.25
63,2025-05-01,1.95,11806.00,23021.70
63,2025-06-01,1.95,13789.00,26888.55
63,2025-07-01,2.10,19924.00,41840.40
63,2025-08-01,2.10,15546.00,32646.60
63,2025-09-01,2.10,16757.00,35189.70
63,2025-10-01,1.95,12906.00,25166.70
63,2025-11-01,1.95,16864.00,32884.80
63,2025-12-01,2.40,14918.00,35803.20
64,2024-01-01,1.95,13998.00,27296.10
64,2024-02-01,1.95,17450.00,34027.50
64,2024-03-01,2.40,15480.00,37152.00
64,2024-04-01,2.25,17623.00,39651.75
64,2024-05-01,2.25,17553.00,39494.25
64,2024-06-01,2.10,11447.00,24038.70
64,2024-07-01,2.25,12368.00,27828.00
64,2024-08-01,1.95,14440.00,28158.00
64,2024-09-01,2.10,9645.00,20254.50
64,2024-10-01,2.10,19507.00,40964.70
64,2024-11-01,2.25,15659.00,35232.75
64,2024-12-01,2.40,19980.00,47952.00
64,2025-01-01,1.95,11919.00,23242.05
64,2025-02-01,2.40,8697.00,20872.80
64,2025-03-01,1.95,15788.00,30786.60
64,2025-04-01,2.25,17257.00,38828.25
64,2025-05-01,2.10,19376.00,40689.60
64,2025-06-01,2.10,14829.00,31140.90
64,2025-07-01,2.25,11889.00,26750.25
64,2025-08-01,2.25,16142.00,36319.50
64,2025-09-01,1.95,16392.00,31964.40
64,2025-10-01,2.10,14943.00,31380.30
64,2025-11-01,1.95,18437.00,35952.15
64,2025-12-01,2.25,9406.00,21163.50
65,2024-01-01,2.25,11867.00,26700.75
65,2024-02-01,2.25,8218.00,18490.50
65,2024-03-01,1.95,12128.00,23649.60
65,2024-04-01,2.25,18299.00,41172.75
65,2024-05-01,1.95,14786.00,28832.70
65,2024-06-01,2.40,19044.00,45705.60
65,2024-07-01,2.25,8844.00,19899.00
65,2024-08-01,2.40,10825.00,25980.00
65,2024-09-01,1.95,18316.00,35716.20
65,2024-10-01,1.95,16060.00,31317.00
65,2024-11-01,2.40,19282.00,46276.80
65,2024-12-01,1.95,13468.00,26262.60
65,2025-01-01,2.25,17907.00,40290.75
65,2025-02-01,2.40,16861.00,40466.40
65,2025-03-01,2.25,19783.00,44511.75
65,2025-04-01,2.10,8159.00,17133.90
65,2025-05-01,2.10,19877.00,41741.70
65,2025-06-01,2.10,13708.00,28786.80
65,2025-07-01,2.40,8657.00,20776.80
65,2025-08-01,2.25,14409.00,32420.25
65,2025-09-01,1.95,14907.00,29068.65
65,2025-10-01,2.10,13120.00,27552.00
65,2025-11-01,2.40,14729.00,35349.60
65,2025-12-01,1.95,9728.00,18969.60
66,2024-01-01,2.10,11276.00,23679.60
66,2024-02-01,1.95,16208.00,31605.60
66,2024-03-01,1.95,15208.00,29655.60
66,2024-04-01,2.10,13096.00,27501.60
66,2024-05-01,1.95,9658.00,18833.10
66,2024-06-01,1.95,19410.00,37849.50
66,2024-07-01,2.40,17836.00,42806.40
66,2024-08-01,2.10,19099.00,40107.90
66,2024-09-01,1.95,10792.00,21044.40
66,2024-10-01,2.10,18079.00,37965.90
66,2024-11-01,1.95,11154.00,21750.30
66,2024-12-01,1.95,19004.00,37057.80
66,2025-01-01,2.25,14676.00,33021.00
66,2025-02-01,2.10,8262.00,17350.20
66,2025-03-01,1.95,17198.00,33536.10
66,2025-04-01,2.25,16397.00,36893.25
66,2025-05-01,2.40,18038.00,43291.20
66,2025-06-01,1.95,18333.00,35749.35
66,2025-07-01,2.25,19448.00,43758.00
66,2025-08-01,2.25,17573.00,39539.25
66,2025-09-01,2.10,13794.00,28967.40
66,2025-10-01,2.25,17653.00,39719.25
66,2025-11-01,2.25,8265.00,18596.25
66,2025-12-01,2.25,8673.00,19514.25
67,2024-01-01,1.95,14496.00,28267.20
67,2024-02-01,2.40,9166.00,21998.40
67,2024-03-01,2.10,17951.00,37697.10
67,2024-04-01,2.10,10906.00,22902.60
67,2024-05-01,2.40,9314.00,22353.60
67,2024-06-01,2.10,11232.00,23587.20
67,2024-07-01,2.25,19758.00,44455.50
67,2024-08-01,2.10,12451.00,26147.10
67,2024-09-01,2.25,11068.00,24903.00
67,2024-10-01,2.10,18336.00,38505.60
67,2024-11-01,2.40,14516.00,34838.40
67,2024-12-01,2.10,9196.00,19311.60
67,2025-01-01,2.40,17798.00,42715.20
67,2025-02-01,1.95,12455.00,24287.25
67,2025-03-01,2.10,11580.00,24318.00
67,2025-04-01,2.25,17221.00,38747.25
67,2025-05-01,2.40,15255.00,36612.00
67,2025-06-01,2.10,15001.00,31502.10
67,2025-07-01,2.25,17798.00,40045.50
67,2025-08-01,2.25,13753.00,30944.25
67,2025-09-01,2.40,9700.00,23280.00
67,2025-10-01,2.25,12797.00,28793.25
67,2025-11-01,2.25,18588.00,41823.00
67,2025-12-01,2.40,11144.00,26745.60
68,2024-01-01,1.95,8741.00,17044.95
68,2024-02-01,1.95,16260.00,31707.00
68,2024-03-01,2.10,15828.00,33238.80
68,2024-04-01,2.10,14895.00,31279.50
68,2024-05-01,2.40,14205.00,34092.00
68,2024-06-01,2.40,10163.00,24391.20
68,2024-07-01,1.95,12401.00,24181.95
68,2024-08-01,1.95,16149.00,31490.55
68,2024-09-01,2.10,15318.00,32167.80
68,2024-10-01,2.10,19292.00,40513.20
68,2024-11-01,2.10,15134.00,31781.40
68,2024-12-01,1.95,15894.00,30993.30
68,2025-01-01,2.25,13892.00,31257.00
68,2025-02-01,2.25,15313.00,34454.25
68,2025-03-01,2.25,11667.00,26250.75
68,2025-04-01,2.10,16290.00,34209.00
68,2025-05-01,2.25,15599.00,35097.75
68,2025-06-01,2.25,9342.00,21019.50
68,2025-07-01,2.25,16985.00,38216.25
68,2025-08-01,2.25,15981.00,35957.25
68,2025-09-01,2.10,15572.00,32701.20
68,2025-10-01,2.25,15966.00,35923.50
68,2025-11-01,2.40,13900.00,33360.00
68,2025-12-01,2.40,10323.00,24775.20
69,2024-01-01,2.10,11350.00,23835.00
69,2024-02-01,2.10,10336.00,21705.60
69,2024-03-01,1.95,16801.00,32761.95
69,2024-04-01,1.95,9675.00,18866.25
69,2024-05-01,1.95,13888.00,27081.60
69,2024-06-01,2.25,8841.00,19892.25
69,2024-07-01,2.10,12865.00,27016.50
69,2024-08-01,2.40,17913.00,42991.20
69,2024-09-01,1.95,11577.00,22575.15
69,2024-10-01,1.95,8459.00,16495.05
69,2024-11-01,1.95,9042.00,17631.90
69,2024-12-01,2.40,12423.00,29815.20
69,2025-01-01,2.25,19691.00,44304.75
69,2025-02-01,2.25,12016.00,27036.00
69,2025-03-01,2.40,11290.00,27096.00
69,2025-04-01,2.25,8116.00,18261.00
69,2025-05-01,2.10,9596.00,20151.60
69,2025-06-01,2.10,19077.00,40061.70
69,2025-07-01,2.10,8374.00,17585.40
69,2025-08-01,2.25,14145.00,31826.25
69,2025-09-01,1.95,17715.00,34544.25
69,2025-10-01,2.25,18345.00,41276.25
69,2025-11-01,1.95,10816.00,21091.20
69,2025-12-01,1.95,10173.00,19837.35
70,2024-01-01,2.25,10438.00,23485.50
70,2024-02-01,2.25,19019.00,42792.75
70,2024-03-01,2.10,14201.00,29822.10
70,2024-04-01,2.10,9985.00,20968.50
70,2024-05-01,2.40,8095.00,19428.00
70,2024-06-01,2.10,12945.00,27184.50
70,2024-07-01,1.95,8604.00,16777.80
70,2024-08-01,2.40,14415.00,34596.00
70,2024-09-01,1.95,17994.00,35088.30
70,2024-10-01,2.10,18770.00,39417.00
70,2024-11-01,2.25,13769.00,30980.25
70,2024-12-01,1.95,18004.00,35107.80
70,2025-01-01,1.95,10323.00,20129.85
70,2025-02-01,1.95,16646.00,32459.70
70,2025-03-01,2.40,15279.00,36669.60
70,2025-04-01,2.25,8175.00,18393.75
70,2025-05-01,2.10,18297.00,38423.70
70,2025-06-01,2.25,18330.00,41242.50
70,2025-07-01,1.95,18555.00,36182.25
70,2025-08-01,2.10,11546.00,24246.60
70,2025-09-01,2.25,15822.00,35599.50
70,2025-10-01,2.25,14907.00,33540.75
70,2025-11-01,2.10,9887.00,20762.70
70,2025-12-01,2.25,9991.00,22479.75
71,2024-01-01,2.40,12563.00,30151.20
71,2024-02-01,2.25,16614.00,37381.50
71,2024-03-01,2.10,18235.00,38293.50
71,2024-04-01,1.95,17715.00,34544.25
71,2024-05-01,2.10,12766.00,26808.60
71,2024-06-01,1.95,10868.00,21192.60
71,2024-07-01,1.95,19023.00,37094.85
71,2024-08-01,2.25,13531.00,30444.75
71,2024-09-01,1.95,8158.00,15908.10
71,2024-10-01,1.95,14773.00,28807.35
71,2024-11-01,2.40,8892.00,21340.80
71,2024-12-01,2.10,8448.00,17740.80
71,2025-01-01,2.25,10009.00,22520.25
71,2025-02-01,2.10,16915.00,35521.50
71,2025-03-01,1.95,12151.00,23694.45
71,2025-04-01,1.95,8316.00,16216.20
71,2025-05-01,2.25,8148.00,18333.00
71,2025-06-01,2.40,14962.00,35908.80
71,2025-07-01,2.40,19871.00,47690.40
71,2025-08-01,1.95,10739.00,20941.05
71,2025-09-01,2.40,10521.00,25250.40
71,2025-10-01,2.25,15869.00,35705.25
71,2025-11-01,1.95,9289.00,18113.55
71,2025-12-01,1.95,10495.00,20465.25
72,2024-01-01,1.95,10793.00,21046.35
72,2024-02-01,1.95,18704.00,36472.80
72,2024-03-01,2.40,18570.00,44568.00
72,2024-04-01,2.25,13827.00,31110.75
72,2024-05-01,2.40,12207.00,29296.80
72,2024-06-01,1.95,8011.00,15621.45
72,2024-07-01,2.25,16430.00,36967.50
72,2024-08-01,1.95,12245.00,23877.75
72,2024-09-01,2.25,8367.00,18825.75
72,2024-10-01,2.40,8916.00,21398.40
72,2024-11-01,1.95,11219.00,21877.05
72,2024-12-01,2.40,19067.00,45760.80
72,2025-01-01,2.25,15416.00,34686.00
72,2025-02-01,2.10,8034.00,16871.40
72,2025-03-01,2.10,15817.00,33215.70
72,2025-04-01,2.40,18559.00,44541.60
72,2025-05-01,2.40,11668.00,28003.20
72,2025-06-01,2.25,13586.00,30568.50
72,2025-07-01,2.40,9596.00,23030.40
72,2025-08-01,1.95,18378.00,35837.10
72,2025-09-01,2.40,13449.00,32277.60
72,2025-10-01,2.40,13188.00,31651.20
72,2025-11-01,2.25,12891.00,29004.75
72,2025-12-01,1.95,10477.00,20430.15
73,2024-01-01,2.40,8367.00,20080.80
73,2024-02-01,2.40,12500.00,30000.00
73,2024-03-01,2.10,13764.00,28904.40
73,2024-04-01,1.95,15943.00,31088.85
73,2024-05-01,1.95,11499.00,22423.05
73,2024-06-01,2.40,9294.00,22305.60
73,2024-07-01,2.25,15822.00,35599.50
73,2024-08-01,2.10,10345.00,21724.50
73,2024-09-01,2.40,9666.00,23198.40
73,2024-10-01,2.10,10124.00,21260.40
73,2024-11-01,1.95,14072.00,27440.40
73,2024-12-01,1.95,8851.00,17259.45
73,2025-01-01,1.95,13871.00,27048.45
73,2025-02-01,2.40,12777.00,30664.80
73,2025-03-01,1.95,15277.00,29790.15
73,2025-04-01,2.10,9825.00,20632.50
73,2025-05-01,2.10,18704.00,39278.40
73,2025-06-01,1.95,11237.00,21912.15
73,2025-07-01,2.40,15661.00,37586.40
73,2025-08-01,1.95,18345.00,35772.75
73,2025-09-01,2.10,12513.00,26277.30
73,2025-10-01,2.40,16276.00,39062.40
73,2025-11-01,1.95,9789.00,19088.55
73,2025-12-01,1.95,17759.00,34630.05
74,2024-01-01,2.10,19905.00,41800.50
74,2024-02-01,2.40,12257.00,29416.80
74,2024-03-01,2.40,19280.00,46272.00
74,2024-04-01,2.10,13235.00,27793.50
74,2024-05-01,2.25,10357.00,23303.25
74,2024-06-01,2.25,12606.00,28363.50
74,2024-07-01,2.25,10523.00,23676.75
74,2024-08-01,2.25,11666.00,26248.50
74,2024-09-01,2.25,8236.00,18531.00
74,2024-10-01,2.40,14206.00,34094.40
74,2024-11-01,2.40,8285.00,19884.00
74,2024-12-01,2.10,14040.00,29484.00
74,2025-01-01,1.95,16122.00,31437.90
74,2025-02-01,2.40,13652.00,32764.80
74,2025-03-01,1.95,11451.00,22329.45
74,2025-04-01,2.40,15369.00,36885.60
74,2025-05-01,2.40,11263.00,27031.20
74,2025-06-01,2.25,15649.00,35210.25
74,2025-07-01,2.10,18948.00,39790.80
74,2025-08-01,2.25,14950.00,33637.50
74,2025-09-01,2.40,18551.00,44522.40
74,2025-10-01,2.40,17514.00,42033.60
74,2025-11-01,2.25,9728.00,21888.00
74,2025-12-01,2.25,12306.00,27688.50
75,2024-01-01,2.10,12833.00,26949.30
75,2024-02-01,2.40,9572.00,22972.80
75,2024-03-01,1.95,17120.00,33384.00
75,2024-04-01,2.25,13623.00,30651.75
75,2024-05-01,2.25,9027.00,20310.75
75,2024-06-01,1.95,17110.00,33364.50
75,2024-07-01,1.95,9093.00,17731.35
75,2024-08-01,2.10,17010.00,35721.00
75,2024-09-01,2.10,16589.00,34836.90
75,2024-10-01,2.40,18464.00,44313.60
75,2024-11-01,2.10,16672.00,35011.20
75,2024-12-01,2.25,11054.00,24871.50
75,2025-01-01,2.10,15669.00,32904.90
75,2025-02-01,2.10,15475.00,32497.50
75,2025-03-01,2.10,13937.00,29267.70
75,2025-04-01,1.95,19806.00,38621.70
75,2025-05-01,2.40,10708.00,25699.20
75,2025-06-01,2.40,19834.00,47601.60
75,2025-07-01,1.95,11274.00,21984.30
75,2025-08-01,1.95,9747.00,19006.65
75,2025-09-01,2.25,19808.00,44568.00
75,2025-10-01,2.25,17662.00,39739.50
75,2025-11-01,2.10,17928.00,37648.80
75,2025-12-01,2.25,19936.00,44856.00
76,2024-01-01,1.95,18071.00,35238.45
76,2024-02-01,1.95,12344.00,24070.80
76,2024-03-01,1.95,13110.00,25564.50
76,2024-04-01,2.25,12641.00,28442.25
76,2024-05-01,2.40,10197.00,24472.80
76,2024-06-01,1.95,14456.00,28189.20
76,2024-07-01,2.25,17719.00,39867.75
76,2024-08-01,2.10,16452.00,34549.20
76,2024-09-01,2.10,11409.00,23958.90
76,2024-10-01,2.25,10303.00,23181.75
76,2024-11-01,2.40,8289.00,19893.60
76,2024-12-01,2.25,19971.00,44934.75
76,2025-01-01,2.40,10474.00,25137.60
76,2025-02-01,2.40,16017.00,38440.80
76,2025-03-01,2.40,9913.00,23791.20
76,2025-04-01,1.95,16522.00,32217.90
76,2025-05-01,2.10,15544.00,32642.40
