log_id,station_id,downtime_start,downtime_end,issue_type,repair_cost
2220,32,"2025-11-04 00:00:00","2025-11-04 03:00:00","Software Error",9239.00
2221,53,"2025-04-03 00:00:00","2025-04-03 03:00:00","Software Error",14047.00
2222,27,"2024-09-19 00:00:00","2024-09-19 07:00:00","Power Issue",8335.00
2223,36,"2024-11-24 00:00:00","2024-11-24 03:00:00","Software Error",13616.00
2224,52,"2025-07-06 00:00:00","2025-07-06 05:00:00","Power Issue",24914.00
2225,69,"2024-02-27 00:00:00","2024-02-27 06:00:00","Hardware Failure",22127.00
2226,12,"2025-05-28 00:00:00","2025-05-28 01:00:00","Software Error",22974.00
2227,83,"2025-12-05 00:00:00","2025-12-05 06:00:00","Hardware Failure",22139.00
2228,27,"2024-10-03 00:00:00","2024-10-03 08:00:00","Software Error",17820.00
2229,95,"2024-10-20 00:00:00","2024-10-20 03:00:00","Software Error",25101.00
2230,74,"2024-12-08 00:00:00","2024-12-08 08:00:00","Software Error",15938.00
2231,19,"2024-07-30 00:00:00","2024-07-30 05:00:00","Hardware Failure",13565.00
2232,30,"2025-01-31 00:00:00","2025-01-31 07:00:00","Hardware Failure",19619.00
2233,90,"2025-05-03 00:00:00","2025-05-03 06:00:00","Power Issue",18018.00
2234,89,"2025-05-21 00:00:00","2025-05-21 08:00:00","Hardware Failure",22690.00
2235,77,"2025-04-07 00:00:00","2025-04-07 08:00:00","Power Issue",16272.00
2236,30,"2024-07-29 00:00:00","2024-07-29 08:00:00","Hardware Failure",17560.00
2237,115,"2024-05-18 00:00:00","2024-05-18 08:00:00","Software Error",26338.00
2238,67,"2024-01-17 00:00:00","2024-01-17 03:00:00","Software Error",12898.00
2239,55,"2024-11-07 00:00:00","2024-11-07 01:00:00","Hardware Failure",28489.00
2240,29,"2024-12-30 00:00:00","2024-12-30 03:00:00","Power Issue",7558.00
2241,80,"2025-02-16 00:00:00","2025-02-16 07:00:00","Software Error",9758.00
2242,113,"2024-12-21 00:00:00","2024-12-21 02:00:00","Hardware Failure",13319.00
2243,57,"2025-06-13 00:00:00","2025-06-13 03:00:00","Hardware Failure",9134.00
2244,97,"2024-05-31 00:00:00","2024-05-31 03:00:00","Software Error",6190.00
2245,11,"2025-08-22 00:00:00","2025-08-22 02:00:00","Power Issue",7385.00
2246,50,"2025-05-15 00:00:00","2025-05-15 08:00:00","Hardware Failure",20396.00
2247,105,"2025-04-24 00:00:00","2025-04-24 05:00:00","Hardware Failure",20656.00
2248,6,"2025-03-26 00:00:00","2025-03-26 02:00:00","Hardware Failure",10762.00
2249,2,"2025-06-09 00:00:00","2025-06-09 01:00:00","Hardware Failure",15566.00
2250,90,"2024-06-27 00:00:00","2024-06-27 07:00:00","Software Error",17896.00
2251,103,"2025-07-08 00:00:00","2025-07-08 07:00:00","Hardware Failure",26709.00
2252,111,"2024-05-01 00:00:00","2024-05-01 06:00:00","Software Error",27315.00
2253,28,"2025-08-22 00:00:00","2025-08-22 01:00:00","Power Issue",18238.00
2254,59,"2024-03-18 00:00:00","2024-03-18 06:00:00","Power Issue",24632.00
2255,68,"2024-02-18 00:00:00","2024-02-18 04:00:00","Software Error",23125.00
2256,91,"2025-07-16 00:00:00","2025-07-16 07:00:00","Hardware Failure",19212.00
2257,56,"2024-03-30 00:00:00","2024-03-30 05:00:00","Hardware Failure",26609.00
2258,120,"2024-09-04 00:00:00","2024-09-04 01:00:00","Hardware Failure",21622.00
2259,97,"2025-01-23 00:00:00","2025-01-23 04:00:00","Power Issue",5527.00
2260,103,"2025-04-28 00:00:00","2025-04-28 02:00:00","Power Issue",15274.00
2261,8,"2025-09-29 00:00:00","2025-09-29 05:00:00","Power Issue",12793.00
2262,63,"2025-09-08 00:00:00","2025-09-08 06:00:00","Hardware Failure",9013.00
2263,62,"2024-07-02 00:00:00","2024-07-02 07:00:00","Software Error",16438.00
2264,57,"2024-07-06 00:00:00","2024-07-06 01:00:00","Software Error",6332.00
2265,109,"2025-03-08 00:00:00","2025-03-08 06:00:00","Hardware Failure",5116.00
2266,87,"2025-01-05 00:00:00","2025-01-05 06:00:00","Software Error",5043.00
2267,54,"2025-03-14 00:00:00","2025-03-14 01:00:00","Hardware Failure",13790.00
2268,5,"2024-08-11 00:00:00","2024-08-11 02:00:00","Software Error",20903.00
2269,106,"2024-12-26 00:00:00","2024-12-26 08:00:00","Hardware Failure",22219.00
2270,54,"2025-06-14 00:00:00","2025-06-14 05:00:00","Hardware Failure",6371.00
2271,2,"2025-08-19 00:00:00","2025-08-19 06:00:00","Software Error",8959.00
2272,73,"2024-03-15 00:00:00","2024-03-15 07:00:00","Software Error",27438.00
2273,38,"2024-08-04 00:00:00","2024-08-04 07:00:00","Software Error",15740.00
2274,98,"2025-12-13 00:00:00","2025-12-13 04:00:00","Software Error",29758.00
2275,7,"2024-05-10 00:00:00","2024-05-10 03:00:00","Power Issue",19217.00
2276,34,"2025-09-23 00:00:00","2025-09-23 06:00:00","Hardware Failure",22740.00
2277,37,"2025-07-12 00:00:00","2025-07-12 04:00:00","Hardware Failure",5568.00
2278,11,"2025-08-08 00:00:00","2025-08-08 07:00:00","Software Error",10298.00
2279,118,"2025-11-27 00:00:00","2025-11-27 06:00:00","Hardware Failure",29438.00
2280,93,"2025-07-20 00:00:00","2025-07-20 07:00:00","Hardware Failure",12557.00
2281,3,"2025-06-03 00:00:00","2025-06-03 01:00:00","Power Issue",5072.00
2282,101,"2025-10-19 00:00:00","2025-10-19 05:00:00","Hardware Failure",24504.00
2283,15,"2025-11-15 00:00:00","2025-11-15 04:00:00","Software Error",21870.00
2284,16,"2024-09-01 00:00:00","2024-09-01 06:00:00","Software Error",9354.00
2285,33,"2025-11-17 00:00:00","2025-11-17 01:00:00","Hardware Failure",9843.00
2286,42,"2024-03-22 00:00:00","2024-03-22 08:00:00","Software Error",26137.00
2287,43,"2024-11-14 00:00:00","2024-11-14 04:00:00","Software Error",8139.00
2288,9,"2024-01-23 00:00:00","2024-01-23 01:00:00","Software Error",16912.00
2289,30,"2025-03-09 00:00:00","2025-03-09 04:00:00","Software Error",22698.00
2290,16,"2025-06-02 00:00:00","2025-06-02 07:00:00","Hardware Failure",21175.00
2291,61,"2025-08-28 00:00:00","2025-08-28 03:00:00","Power Issue",15321.00
2292,41,"2025-08-06 00:00:00","2025-08-06 03:00:00","Hardware Failure",11256.00
2293,37,"2025-07-20 00:00:00","2025-07-20 06:00:00","Software Error",14105.00
2294,39,"2024-11-30 00:00:00","2024-11-30 02:00:00","Power Issue",11828.00
2295,59,"2025-09-28 00:00:00","2025-09-28 07:00:00","Software Error",20704.00
2296,38,"2025-11-29 00:00:00","2025-11-29 04:00:00","Power Issue",6560.00
2297,107,"2025-07-23 00:00:00","2025-07-23 06:00:00","Hardware Failure",16490.00
2298,93,"2025-02-03 00:00:00","2025-02-03 06:00:00","Software Error",14066.00
2299,100,"2025-10-26 00:00:00","2025-10-26 06:00:00","Hardware Failure",14307.00
2300,27,"2024-06-25 00:00:00","2024-06-25 07:00:00","Software Error",25167.00
2301,19,"2024-04-18 00:00:00","2024-04-18 08:00:00","Software Error",18607.00
2302,108,"2024-02-05 00:00:00","2024-02-05 07:00:00","Hardware Failure",22780.00
2303,117,"2025-11-24 00:00:00","2025-11-24 04:00:00","Power Issue",18697.00
2304,67,"2025-10-04 00:00:00","2025-10-04 07:00:00","Hardware Failure",12987.00
2305,57,"2024-11-19 00:00:00","2024-11-19 01:00:00","Software Error",24501.00
2306,29,"2024-09-15 00:00:00","2024-09-15 08:00:00","Power Issue",26765.00
2307,56,"2025-11-12 00:00:00","2025-11-12 05:00:00","Software Error",20306.00
2308,68,"2024-03-21 00:00:00","2024-03-21 03:00:00","Power Issue",26166.00
2309,40,"2025-07-08 00:00:00","2025-07-08 05:00:00","Hardware Failure",28048.00
2310,110,"2024-07-11 00:00:00","2024-07-11 03:00:00","Hardware Failure",18200.00
2311,55,"2024-04-16 00:00:00","2024-04-16 07:00:00","Hardware Failure",19685.00
2312,31,"2025-11-21 00:00:00","2025-11-21 07:00:00","Software Error",21166.00
2313,86,"2025-06-12 00:00:00","2025-06-12 07:00:00","Hardware Failure",29061.00
2314,75,"2025-05-17 00:00:00","2025-05-17 04:00:00","Software Error",25768.00
2315,3,"2025-10-18 00:00:00","2025-10-18 06:00:00","Hardware Failure",16686.00
2316,63,"2025-08-23 00:00:00","2025-08-23 06:00:00","Power Issue",12774.00
2317,23,"2024-05-17 00:00:00","2024-05-17 03:00:00","Software Error",26906.00
2318,54,"2025-12-18 00:00:00","2025-12-18 02:00:00","Software Error",17010.00
2319,77,"2024-09-28 00:00:00","2024-09-28 01:00:00","Software Error",11229.00
2320,11,"2025-03-24 00:00:00","2025-03-24 08:00:00","Software Error",13442.00
2321,72,"2025-12-05 00:00:00","2025-12-05 06:00:00","Power Issue",23340.00
2322,110,"2024-06-03 00:00:00","2024-06-03 07:00:00","Software Error",24105.00
2323,9,"2025-08-15 00:00:00","2025-08-15 05:00:00","Hardware Failure",11577.00
2324,112,"2025-11-01 00:00:00","2025-11-01 02:00:00","Hardware Failure",15339.00
2325,70,"2024-03-11 00:00:00","2024-03-11 02:00:00","Hardware Failure",10879.00
2326,17,"2024-02-01 00:00:00","2024-02-01 02:00:00","Software Error",18189.00
2327,108,"2025-04-06 00:00:00","2025-04-06 01:00:00","Power Issue",11817.00
2328,51,"2025-07-05 00:00:00","2025-07-05 01:00:00","Software Error",19923.00
2329,31,"2024-07-08 00:00:00","2024-07-08 05:00:00","Software Error",29858.00
2330,99,"2024-10-27 00:00:00","2024-10-27 01:00:00","Hardware Failure",10211.00
2331,46,"2025-02-27 00:00:00","2025-02-27 04:00:00","Hardware Failure",5967.00
2332,39,"2024-07-02 00:00:00","2024-07-02 04:00:00","Power Issue",20859.00
2333,95,"2025-03-10 00:00:00","2025-03-10 04:00:00","Power Issue",19404.00
2334,78,"2025-05-30 00:00:00","2025-05-30 08:00:00","Hardware Failure",22159.00
2335,31,"2024-01-16 00:00:00","2024-01-16 07:00:00","Hardware Failure",6745.00
2336,54,"2025-05-31 00:00:00","2025-05-31 04:00:00","Software Error",7109.00
2337,99,"2025-11-06 00:00:00","2025-11-06 02:00:00","Power Issue",21571.00
2338,120,"2025-01-26 00:00:00","2025-01-26 06:00:00","Hardware Failure",13656.00
2339,107,"2024-08-05 00:00:00","2024-08-05 07:00:00","Power Issue",22335.00
2340,117,"2024-11-02 00:00:00","2024-11-02 08:00:00","Hardware Failure",26626.00
2341,25,"2024-12-14 00:00:00","2024-12-14 06:00:00","Power Issue",23188.00
2342,94,"2025-12-03 00:00:00","2025-12-03 05:00:00","Power Issue",13643.00
2343,60,"2024-01-29 00:00:00","2024-01-29 04:00:00","Hardware Failure",18074.00
2344,26,"2024-07-16 00:00:00","2024-07-16 01:00:00","Hardware Failure",19354.00
2345,43,"2024-06-29 00:00:00","2024-06-29 04:00:00","Power Issue",19502.00
2346,11,"2024-11-09 00:00:00","2024-11-09 05:00:00","Power Issue",9455.00
2347,50,"2025-11-25 00:00:00","2025-11-25 03:00:00","Hardware Failure",22622.00
2348,76,"2025-09-20 00:00:00","2025-09-20 07:00:00","Software Error",11356.00
2349,92,"2024-10-15 00:00:00","2024-10-15 04:00:00","Hardware Failure",21918.00
2350,69,"2025-07-31 00:00:00","2025-07-31 03:00:00","Software Error",27853.00
2351,96,"2025-04-13 00:00:00","2025-04-13 01:00:00","Software Error",21252.00
2352,12,"2025-03-15 00:00:00","2025-03-15 08:00:00","Software Error",6459.00
2353,90,"2025-03-31 00:00:00","2025-03-31 05:00:00","Power Issue",22039.00
2354,27,"2024-10-29 00:00:00","2024-10-29 07:00:00","Hardware Failure",9294.00
2355,54,"2025-04-05 00:00:00","2025-04-05 05:00:00","Hardware Failure",25776.00
2356,78,"2024-08-20 00:00:00","2024-08-20 06:00:00","Software Error",27557.00
2357,104,"2025-09-09 00:00:00","2025-09-09 03:00:00","Hardware Failure",7374.00
2358,69,"2024-02-15 00:00:00","2024-02-15 02:00:00","Software Error",29295.00
2359,36,"2024-10-18 00:00:00","2024-10-18 04:00:00","Software Error",28487.00
2360,65,"2024-12-14 00:00:00","2024-12-14 04:00:00","Power Issue",17015.00
2361,72,"2024-05-05 00:00:00","2024-05-05 05:00:00","Power Issue",10993.00
2362,45,"2025-06-09 00:00:00","2025-06-09 06:00:00","Software Error",20360.00
2363,74,"2024-10-19 00:00:00","2024-10-19 04:00:00","Power Issue",8494.00
2364,41,"2025-02-20 00:00:00","2025-02-20 07:00:00","Software Error",20243.00
2365,1,"2024-04-05 00:00:00","2024-04-05 05:00:00","Power Issue",18325.00
2366,25,"2025-08-01 00:00:00","2025-08-01 08:00:00","Software Error",12563.00
2367,33,"2025-07-07 00:00:00","2025-07-07 01:00:00","Power Issue",15342.00
2368,27,"2025-07-17 00:00:00","2025-07-17 05:00:00","Software Error",16849.00
2369,73,"2025-08-15 00:00:00","2025-08-15 08:00:00","Power Issue",21710.00
2370,58,"2024-02-09 00:00:00","2024-02-09 06:00:00","Power Issue",27955.00
2371,39,"2025-02-16 00:00:00","2025-02-16 02:00:00","Hardware Failure",7920.00
2372,22,"2024-07-29 00:00:00","2024-07-29 08:00:00","Software Error",11339.00
2373,62,"2024-06-08 00:00:00","2024-06-08 03:00:00","Software Error",12021.00
2374,8,"2025-07-10 00:00:00","2025-07-10 06:00:00","Software Error",6572.00
2375,13,"2024-01-07 00:00:00","2024-01-07 08:00:00","Hardware Failure",6581.00
2376,33,"2025-10-09 00:00:00","2025-10-09 05:00:00","Hardware Failure",17504.00
2377,50,"2024-05-22 00:00:00","2024-05-22 06:00:00","Software Error",21720.00
2378,87,"2024-12-13 00:00:00","2024-12-13 01:00:00","Hardware Failure",11508.00
2379,54,"2024-06-25 00:00:00","2024-06-25 07:00:00","Software Error",13396.00
2380,1,"2025-12-29 00:00:00","2025-12-29 07:00:00","Software Error",7529.00
2381,33,"2025-01-20 00:00:00","2025-01-20 06:00:00","Power Issue",18021.00
2382,8,"2025-03-15 00:00:00","2025-03-15 05:00:00","Hardware Failure",25480.00
2383,27,"2025-10-11 00:00:00","2025-10-11 07:00:00","Hardware Failure",21174.00
2384,23,"2025-12-09 00:00:00","2025-12-09 08:00:00","Power Issue",13352.00
2385,104,"2025-09-12 00:00:00","2025-09-12 04:00:00","Software Error",25976.00
2386,90,"2025-05-15 00:00:00","2025-05-15 07:00:00","Software Error",6976.00
2387,114,"2024-01-04 00:00:00","2024-01-04 04:00:00","Software Error",19709.00
2388,113,"2024-10-01 00:00:00","2024-10-01 01:00:00","Hardware Failure",26221.00
2389,95,"2025-10-15 00:00:00","2025-10-15 04:00:00","Power Issue",24042.00
2390,56,"2024-06-25 00:00:00","2024-06-25 01:00:00","Hardware Failure",22541.00
2391,108,"2024-05-11 00:00:00","2024-05-11 07:00:00","Power Issue",28968.00
2392,96,"2025-04-17 00:00:00","2025-04-17 06:00:00","Hardware Failure",23823.00
2393,7,"2025-09-18 00:00:00","2025-09-18 03:00:00","Hardware Failure",15100.00
2394,92,"2024-11-15 00:00:00","2024-11-15 04:00:00","Hardware Failure",29598.00
2395,57,"2025-05-29 00:00:00","2025-05-29 07:00:00","Software Error",20041.00
2396,51,"2024-04-15 00:00:00","2024-04-15 07:00:00","Hardware Failure",12735.00
2397,74,"2024-05-09 00:00:00","2024-05-09 02:00:00","Hardware Failure",18760.00
2398,74,"2025-12-16 00:00:00","2025-12-16 04:00:00","Hardware Failure",9355.00
2399,10,"2024-10-03 00:00:00","2024-10-03 06:00:00","Hardware Failure",5361.00
2400,3,"2025-06-03 00:00:00","2025-06-03 02:00:00","Hardware Failure",20268.00
2401,13,"2024-05-08 00:00:00","2024-05-08 02:00:00","Hardware Failure",5793.00
2402,87,"2025-10-24 00:00:00","2025-10-24 05:00:00","Hardware Failure",8349.00
2403,92,"2025-06-17 00:00:00","2025-06-17 02:00:00","Software Error",24212.00
2404,75,"2025-03-09 00:00:00","2025-03-09 08:00:00","Software Error",20461.00
2405,8,"2025-05-05 00:00:00","2025-05-05 07:00:00","Hardware Failure",8790.00
2406,88,"2025-07-08 00:00:00","2025-07-08 02:00:00","Software Error",14472.00
2407,20,"2024-03-17 00:00:00","2024-03-17 03:00:00","Software Error",13395.00
2408,43,"2025-07-31 00:00:00","2025-07-31 07:00:00","Software Error",8400.00
2409,39,"2025-01-27 00:00:00","2025-01-27 01:00:00","Software Error",15678.00
2410,87,"2024-05-17 00:00:00","2024-05-17 01:00:00","Hardware Failure",25396.00
2411,12,"2025-02-07 00:00:00","2025-02-07 08:00:00","Power Issue",16692.00
2412,74,"2025-01-27 00:00:00","2025-01-27 03:00:00","Power Issue",21139.00
2413,35,"2024-05-28 00:00:00","2024-05-28 05:00:00","Hardware Failure",5245.00
2414,6,"2024-09-02 00:00:00","2024-09-02 08:00:00","Power Issue",11824.00
2415,102,"2025-10-20 00:00:00","2025-10-20 07:00:00","Software Error",16506.00
2416,78,"2025-07-26 00:00:00","2025-07-26 06:00:00","Software Error",15210.00
2417,88,"2025-01-27 00:00:00","2025-01-27 02:00:00","Hardware Failure",17750.00
2418,98,"2025-05-31 00:00:00","2025-05-31 05:00:00","Power Issue",7835.00
2419,81,"2025-06-08 00:00:00","2025-06-08 05:00:00","Software Error",8539.00
2420,41,"2024-03-26 00:00:00","2024-03-26 04:00:00","Hardware Failure",20657.00
2421,57,"2024-09-18 00:00:00","2024-09-18 03:00:00","Hardware Failure",21137.00
2422,68,"2024-01-31 00:00:00","2024-01-31 04:00:00","Software Error",13043.00
2423,23,"2025-09-24 00:00:00","2025-09-24 04:00:00","Software Error",25736.00
2424,73,"2025-11-07 00:00:00","2025-11-07 04:00:00","Software Error",29352.00
2425,62,"2024-05-12 00:00:00","2024-05-12 06:00:00","Power Issue",14412.00
2426,8,"2025-07-10 00:00:00","2025-07-10 04:00:00","Hardware Failure",21208.00
2427,120,"2025-12-26 00:00:00","2025-12-26 06:00:00","Hardware Failure",24789.00
2428,31,"2024-09-20 00:00:00","2024-09-20 01:00:00","Hardware Failure",22650.00
2429,16,"2024-08-30 00:00:00","2024-08-30 08:00:00","Software Error",18583.00
2430,92,"2025-10-21 00:00:00","2025-10-21 04:00:00","Software Error",20163.00
2431,28,"2024-04-18 00:00:00","2024-04-18 03:00:00","Power Issue",7381.00
2432,107,"2024-09-21 00:00:00","2024-09-21 07:00:00","Hardware Failure",13554.00
2433,108,"2025-07-31 00:00:00","2025-07-31 01:00:00","Software Error",29010.00
2434,70,"2024-04-08 00:00:00","2024-04-08 02:00:00","Hardware Failure",8454.00
2435,90,"2024-07-28 00:00:00","2024-07-28 02:00:00","Hardware Failure",12637.00
2436,61,"2025-06-23 00:00:00","2025-06-23 02:00:00","Power Issue",24629.00
2437,95,"2024-12-02 00:00:00","2024-12-02 03:00:00","Hardware Failure",15982.00
2438,3,"2025-04-12 00:00:00","2025-04-12 01:00:00","Power Issue",16578.00
2439,105,"2024-05-03 00:00:00","2024-05-03 08:00:00","Hardware Failure",12688.00
2440,106,"2024-11-29 00:00:00","2024-11-29 05:00:00","Power Issue",23380.00
2441,19,"2025-06-03 00:00:00","2025-06-03 01:00:00","Power Issue",29800.00
2442,37,"2025-09-02 00:00:00","2025-09-02 06:00:00","Software Error",6614.00
2443,17,"2024-04-29 00:00:00","2024-04-29 08:00:00","Hardware Failure",23833.00
2444,29,"2025-12-16 00:00:00","2025-12-16 01:00:00","Software Error",29153.00
2445,93,"2025-09-06 00:00:00","2025-09-06 03:00:00","Hardware Failure",8533.00
2446,65,"2024-04-09 00:00:00","2024-04-09 05:00:00","Software Error",23541.00
2447,66,"2024-12-28 00:00:00","2024-12-28 06:00:00","Hardware Failure",21891.00
2448,77,"2024-02-22 00:00:00","2024-02-22 04:00:00","Power Issue",18505.00
2449,23,"2025-12-01 00:00:00","2025-12-01 04:00:00","Power Issue",8401.00
2450,11,"2025-04-12 00:00:00","2025-04-12 04:00:00","Software Error",14361.00
2451,17,"2024-05-13 00:00:00","2024-05-13 06:00:00","Power Issue",29890.00
2452,113,"2024-08-08 00:00:00","2024-08-08 01:00:00","Software Error",14483.00
2453,102,"2024-10-14 00:00:00","2024-10-14 03:00:00","Power Issue",16503.00
2454,109,"2025-07-09 00:00:00","2025-07-09 01:00:00","Hardware Failure",16719.00
2455,110,"2025-06-17 00:00:00","2025-06-17 04:00:00","Hardware Failure",14830.00
2456,75,"2024-06-07 00:00:00","2024-06-07 04:00:00","Hardware Failure",26899.00
2457,47,"2025-10-20 00:00:00","2025-10-20 03:00:00","Software Error",21645.00
2458,105,"2025-01-27 00:00:00","2025-01-27 04:00:00","Hardware Failure",11651.00
2459,39,"2025-05-03 00:00:00","2025-05-03 01:00:00","Software Error",20678.00
2460,81,"2025-02-06 00:00:00","2025-02-06 08:00:00","Software Error",22303.00
2461,54,"2025-03-05 00:00:00","2025-03-05 03:00:00","Software Error",20510.00
2462,87,"2024-02-05 00:00:00","2024-02-05 03:00:00","Software Error",10453.00
2463,40,"2024-08-08 00:00:00","2024-08-08 03:00:00","Power Issue",29891.00
2464,13,"2024-06-20 00:00:00","2024-06-20 02:00:00","Software Error",24643.00
2465,82,"2024-03-05 00:00:00","2024-03-05 05:00:00","Software Error",26642.00
2466,105,"2025-04-17 00:00:00","2025-04-17 08:00:00","Hardware Failure",8589.00
2467,104,"2024-03-05 00:00:00","2024-03-05 05:00:00","Power Issue",19510.00
2468,63,"2025-03-20 00:00:00","2025-03-20 06:00:00","Power Issue",14036.00
2469,71,"2024-09-08 00:00:00","2024-09-08 06:00:00","Power Issue",9851.00
2470,28,"2024-10-24 00:00:00","2024-10-24 04:00:00","Hardware Failure",23358.00
2471,103,"2024-04-27 00:00:00","2024-04-27 04:00:00","Hardware Failure",29405.00
2472,96,"2024-08-14 00:00:00","2024-08-14 08:00:00","Power Issue",18153.00
2473,23,"2024-08-13 00:00:00","2024-08-13 01:00:00","Software Error",29608.00
2474,22,"2024-02-23 00:00:00","2024-02-23 06:00:00","Software Error",7443.00
2475,108,"2025-03-05 00:00:00","2025-03-05 02:00:00","Software Error",17897.00
2476,64,"2025-09-19 00:00:00","2025-09-19 01:00:00","Hardware Failure",18505.00
2477,72,"2024-01-15 00:00:00","2024-01-15 06:00:00","Software Error",21630.00
2478,55,"2024-07-08 00:00:00","2024-07-08 05:00:00","Hardware Failure",14862.00
2479,105,"2025-07-04 00:00:00","2025-07-04 07:00:00","Software Error",23729.00
2480,8,"2024-12-29 00:00:00","2024-12-29 03:00:00","Hardware Failure",21405.00
2481,45,"2024-08-08 00:00:00","2024-08-08 06:00:00","Power Issue",19369.00
2482,114,"2025-12-08 00:00:00","2025-12-08 01:00:00","Power Issue",9750.00
2483,46,"2024-08-05 00:00:00","2024-08-05 03:00:00","Power Issue",17211.00
2484,38,"2024-07-12 00:00:00","2024-07-12 05:00:00","Hardware Failure",15802.00
2485,28,"2025-10-21 00:00:00","2025-10-21 02:00:00","Hardware Failure",26230.00
2486,74,"2024-01-06 00:00:00","2024-01-06 05:00:00","Hardware Failure",23733.00
2487,58,"2025-03-15 00:00:00","2025-03-15 06:00:00","Hardware Failure",8265.00
2488,44,"2024-11-23 00:00:00","2024-11-23 04:00:00","Power Issue",16116.00
2489,60,"2025-11-02 00:00:00","2025-11-02 05:00:00","Software Error",23721.00
2490,73,"2025-05-24 00:00:00","2025-05-24 03:00:00","Power Issue",15220.00
2491,4,"2024-04-11 00:00:00","2024-04-11 01:00:00","Hardware Failure",29554.00
2492,46,"2025-09-08 00:00:00","2025-09-08 01:00:00","Hardware Failure",25711.00
2493,28,"2025-09-24 00:00:00","2025-09-24 02:00:00","Hardware Failure",23944.00
2494,5,"2024-11-29 00:00:00","2024-11-29 03:00:00","Software Error",29383.00
2495,35,"2025-12-18 00:00:00","2025-12-18 04:00:00","Power Issue",29870.00
2496,71,"2025-10-22 00:00:00","2025-10-22 08:00:00","Hardware Failure",16006.00
2497,8,"2025-08-09 00:00:00","2025-08-09 02:00:00","Software Error",10132.00
2498,29,"2025-02-24 00:00:00","2025-02-24 03:00:00","Power Issue",26515.00
2499,26,"2025-09-16 00:00:00","2025-09-16 06:00:00","Hardware Failure",13792.00
2500,45,"2024-12-19 00:00:00","2024-12-19 08:00:00","Hardware Failure",25846.00
2501,72,"2024-10-23 00:00:00","2024-10-23 06:00:00","Software Error",19978.00
2502,39,"2024-01-06 00:00:00","2024-01-06 06:00:00","Power Issue",12975.00
2503,45,"2024-06-02 00:00:00","2024-06-02 01:00:00","Software Error",5828.00
2504,23,"2024-07-15 00:00:00","2024-07-15 03:00:00","Software Error",20771.00
2505,81,"2025-10-21 00:00:00","2025-10-21 04:00:00","Power Issue",21855.00
2506,9,"2025-05-29 00:00:00","2025-05-29 02:00:00","Power Issue",5177.00
2507,82,"2024-03-10 00:00:00","2024-03-10 08:00:00","Power Issue",18873.00
2508,72,"2024-04-01 00:00:00","2024-04-01 02:00:00","Hardware Failure",23325.00
2509,98,"2025-10-04 00:00:00","2025-10-04 06:00:00","Software Error",16280.00
2510,28,"2025-03-05 00:00:00","2025-03-05 05:00:00","Hardware Failure",15294.00
2511,105,"2024-08-18 00:00:00","2024-08-18 03:00:00","Power Issue",26344.00
2512,34,"2025-08-04 00:00:00","2025-08-04 03:00:00","Software Error",26387.00
2513,5,"2024-02-13 00:00:00","2024-02-13 05:00:00","Hardware Failure",27755.00
2514,120,"2025-01-16 00:00:00","2025-01-16 03:00:00","Hardware Failure",22351.00
2515,70,"2025-02-10 00:00:00","2025-02-10 06:00:00","Software Error",16566.00
2516,65,"2024-12-10 00:00:00","2024-12-10 04:00:00","Software Error",7095.00
2517,103,"2024-12-02 00:00:00","2024-12-02 05:00:00","Hardware Failure",25989.00
2518,45,"2024-06-26 00:00:00","2024-06-26 04:00:00","Hardware Failure",7802.00
2519,61,"2024-01-11 00:00:00","2024-01-11 01:00:00","Software Error",9497.00
2520,25,"2024-07-19 00:00:00","2024-07-19 02:00:00","Power Issue",13817.00
2521,86,"2024-05-13 00:00:00","2024-05-13 05:00:00","Hardware Failure",15644.00
2522,80,"2025-11-28 00:00:00","2025-11-28 07:00:00","Software Error",24832.00
2523,80,"2024-11-27 00:00:00","2024-11-27 07:00:00","Hardware Failure",8459.00
2524,75,"2025-08-24 00:00:00","2025-08-24 02:00:00","Software Error",19817.00
2525,120,"2025-05-09 00:00:00","2025-05-09 04:00:00","Hardware Failure",22915.00
2526,59,"2025-04-13 00:00:00","2025-04-13 04:00:00","Power Issue",28200.00
2527,98,"2025-11-03 00:00:00","2025-11-03 08:00:00","Software Error",10695.00
2528,82,"2025-10-28 00:00:00","2025-10-28 05:00:00","Power Issue",27388.00
2529,108,"2024-12-15 00:00:00","2024-12-15 04:00:00","Hardware Failure",26202.00
2530,113,"2024-05-26 00:00:00","2024-05-26 02:00:00","Software Error",14609.00
2531,34,"2024-11-11 00:00:00","2024-11-11 07:00:00","Hardware Failure",29187.00
2532,54,"2024-04-24 00:00:00","2024-04-24 07:00:00","Hardware Failure",16267.00
2533,39,"2025-07-21 00:00:00","2025-07-21 02:00:00","Software Error",15705.00
2534,5,"2024-03-20 00:00:00","2024-03-20 02:00:00","Power Issue",11381.00
2535,67,"2025-11-11 00:00:00","2025-11-11 06:00:00","Power Issue",12937.00
2536,11,"2025-06-24 00:00:00","2025-06-24 05:00:00","Power Issue",6077.00
2537,10,"2024-07-20 00:00:00","2024-07-20 01:00:00","Power Issue",12491.00
2538,4,"2024-08-19 00:00:00","2024-08-19 03:00:00","Hardware Failure",20052.00
2539,87,"2025-12-15 00:00:00","2025-12-15 07:00:00","Hardware Failure",7242.00
2540,4,"2024-02-13 00:00:00","2024-02-13 08:00:00","Software Error",12458.00
